js_vx_desire,js_vy_desire,js_OmegaZ_desire,global_x,global_y,global_yaw
1,0,0.382086,10.6796,4.19799,-2.07789
1,0,0.382086,10.6719,4.18521,-2.06853
1,0,0.382086,10.6647,4.17337,-2.05744
1,0,0.382086,10.6581,4.16189,-2.04578
1,0,0.382086,10.652,4.15025,-2.03498
1,0,0.382086,10.6464,4.13805,-2.02593
1,0,0.382086,10.641,4.12494,-2.01794
1,0,-0.500164,10.6359,4.11103,-2.01088
1,0,-0.500164,10.6309,4.09661,-2.01088
1,0,-0.500164,10.6259,4.08182,-2.01901
1,0,-0.500164,10.6209,4.06646,-2.02953
1,0,-0.500164,10.6157,4.05017,-2.03893
1,0,-0.500164,10.6101,4.03275,-2.04655
1,0,-0.500164,10.6036,4.01427,-2.05361
1,0,-0.500164,10.5958,3.99528,-2.06194
1,0,-0.500164,10.587,3.97637,-2.06954
1,0,-0.500164,10.5805,3.95902,-2.06871
0.410762,0,-0.951193,10.5718,3.94261,-2.07918
0.410762,0,-0.951193,10.5619,3.92761,-2.09541
0.410762,0,-0.951193,10.5521,3.91404,-2.11667
0.410762,0,-0.951193,10.5433,3.90174,-2.14095
0.410762,0,-0.951193,10.5355,3.89046,-2.16584
0.410762,0,-0.951193,10.5284,3.87997,-2.19092
0.410762,0,-0.951193,10.5217,3.87002,-2.21696
0.410762,0,-0.951193,10.5154,3.86002,-2.24451
0.410762,0,-0.951193,10.5086,3.85035,-2.27309
0.410762,0,-0.951193,10.5008,3.84143,-2.30189
0.410762,0,-0.951193,10.4925,3.83354,-2.32999
0.743738,0,-0.949238,10.484,3.82675,-2.35716
0.743738,0,-0.949238,10.4757,3.82121,-2.38357
0.743738,0,-0.949238,10.4678,3.81688,-2.40884
0.743738,0,-0.949238,10.4603,3.81341,-2.43244
0.743738,0,-0.949238,10.453,3.81043,-2.45425
0.743738,0,-0.949238,10.4454,3.8077,-2.47403
0.743738,0,-0.949238,10.4371,3.80513,-2.49109
0.743738,0,-0.949238,10.4276,3.8026,-2.50537
0.743738,0,-0.949238,10.417,3.79998,-2.5172
0.394066,0,-0.790761,10.4053,3.79705,-2.52699
0.394066,0,-0.790761,10.3923,3.79432,-2.53059
0.394066,0,-0.790761,10.3799,3.79178,-2.53312
0.394066,0,-0.790761,10.3694,3.78881,-2.53663
0.394066,0,-0.790761,10.3604,3.78524,-2.54183
0.394066,0,-0.790761,10.3521,3.78194,-2.54963
0.394066,0,-0.790761,10.3442,3.77949,-2.55868
0.394066,0,-0.790761,10.3365,3.77788,-2.56845
0.394066,0,-0.790761,10.329,3.77678,-2.57875
0,0,-0.878191,10.3217,3.77572,-2.5898
0,0,-0.878191,10.3147,3.77401,-2.602
0,0,-0.878191,10.3083,3.77158,-2.61664
0,0,-0.878191,10.3029,3.76866,-2.63286
0,0,-0.878191,10.2984,3.76547,-2.64943
